Data,Hora,MediaDiaria,TipoMedicaoCotas,Maxima,Minima,Media
01/04/1993,01/01/1900 07:00:00,0,1,103025,103008,103016
01/03/1993,01/01/1900 17:00:00,0,1,103028,103010,103014
01/03/1993,01/01/1900 07:00:00,0,1,103028,103010,103014
01/03/1993,,1,1,103028,103010,103014
01/02/1993,,1,1,103030,103008,103016
01/02/1993,01/01/1900 17:00:00,0,1,103030,103008,103016
01/02/1993,01/01/1900 07:00:00,0,1,103030,103008,103016
01/01/1993,01/01/1900 17:00:00,0,1,103030,103010,103017
01/01/1993,01/01/1900 07:00:00,0,1,103030,103010,103018
01/01/1993,,1,1,103030,103010,103018
01/12/1992,,1,1,103037,103016,103029
01/12/1992,01/01/1900 17:00:00,0,1,103037,103016,103029
01/12/1992,01/01/1900 07:00:00,0,1,103037,103016,103029
01/11/1992,01/01/1900 17:00:00,0,1,103022,103004,103014
01/11/1992,,1,1,103022,103004,103014
01/11/1992,,1,1,103022,103004,103014
01/11/1992,01/01/1900 07:00:00,0,1,103022,103004,103014
01/10/1992,01/01/1900 07:00:00,0,1,103007,102998,103003
01/10/1992,01/01/1900 17:00:00,0,1,103007,102998,103003
01/10/1992,,1,1,103007,102998,103003
01/09/1992,,1,1,102989,102984,102985
01/09/1992,01/01/1900 07:00:00,0,1,102989,102984,102985
01/09/1992,01/01/1900 17:00:00,0,1,102989,102984,102985
01/08/1992,01/01/1900 17:00:00,0,1,102994,102980,102990
01/08/1992,01/01/1900 07:00:00,0,1,102994,102980,102990
01/08/1992,,1,1,102994,102980,102990
01/07/1992,,1,1,103000,102994,102999
01/07/1992,01/01/1900 17:00:00,0,1,103000,102994,102999
01/07/1992,01/01/1900 07:00:00,0,1,103000,102994,102999
01/06/1992,01/01/1900 17:00:00,0,1,103005,103000,103002
01/06/1992,01/01/1900 07:00:00,0,1,103005,103000,103002
01/06/1992,,1,1,103005,103000,103002
01/05/1992,,1,1,103024,103006,103015
01/05/1992,01/01/1900 17:00:00,0,1,103024,103006,103015
01/05/1992,01/01/1900 07:00:00,0,1,103024,103006,103015
01/01/1992,,1,1,103027,103009,103015
01/01/1992,,1,1,103027,103008,103015
01/01/1992,01/01/1900 17:00:00,0,1,103027,103008,103015
01/01/1992,01/01/1900 07:00:00,0,1,103027,103009,103015
01/12/1991,01/01/1900 17:00:00,0,1,103016,102978,103006
01/12/1991,01/01/1900 07:00:00,0,1,103016,102978,103005
01/12/1991,,1,1,103016,102978,103005
01/12/1991,,1,1,103016,102978,103005
01/11/1991,,1,1,102979,102934,102954
01/11/1991,,1,1,102979,102933,102954
01/11/1991,01/01/1900 17:00:00,0,1,102979,102933,102954
01/11/1991,01/01/1900 07:00:00,0,1,102979,102934,102954
01/10/1991,01/01/1900 07:00:00,0,1,102950,102938,102943
01/10/1991,01/01/1900 17:00:00,0,1,102950,102938,102943
01/10/1991,,1,1,102950,102938,102943
01/09/1991,,1,1,102962,102938,102947
01/09/1991,,1,1,102962,102938,102947
01/09/1991,01/01/1900 17:00:00,0,1,102962,102938,102947
01/09/1991,01/01/1900 07:00:00,0,1,102962,102938,102947
01/08/1991,01/01/1900 17:00:00,0,1,102997,102967,102981
01/08/1991,01/01/1900 07:00:00,0,1,102997,102968,102981
01/08/1991,,1,1,102997,102967,102981
01/08/1991,,1,1,102997,102968,102981
01/07/1991,,1,1,102998,102987,102995
01/07/1991,01/01/1900 17:00:00,0,1,102998,102987,102995
01/07/1991,01/01/1900 07:00:00,0,1,102998,102987,102995
01/06/1991,01/01/1900 07:00:00,0,1,103005,103000,103002
01/06/1991,01/01/1900 17:00:00,0,1,103005,103000,103002
01/06/1991,,1,1,103005,103000,103002
01/05/1991,01/01/1900 17:00:00,0,1,103005,102908,102977
01/05/1991,,1,1,103005,102908,102979
01/05/1991,,1,1,103005,102908,102979
01/05/1991,01/01/1900 07:00:00,0,1,103005,102908,102980
01/04/1991,01/01/1900 07:00:00,0,1,103032,103009,103020
01/04/1991,01/01/1900 17:00:00,0,1,103032,103009,103020
01/04/1991,,1,1,103032,103009,103020
01/03/1991,01/01/1900 07:00:00,0,1,103044,103012,103021
01/03/1991,01/01/1900 17:00:00,0,1,103044,103012,103021
01/03/1991,,1,1,103044,103012,103021
01/12/1990,01/01/1900 17:00:00,0,1,103011,102998,103004
01/12/1990,01/01/1900 07:00:00,0,1,103011,102998,103004
01/12/1990,,1,1,103011,102998,103004
01/11/1990,01/01/1900 17:00:00,0,1,103012,103000,103002
01/11/1990,01/01/1900 07:00:00,0,1,103012,103000,103002
01/11/1990,,1,1,103012,103000,103002
01/10/1990,01/01/1900 07:00:00,0,1,103004,102980,102991
01/10/1990,01/01/1900 17:00:00,0,1,103004,102980,102991
01/10/1990,,1,1,103004,102980,102991
01/09/1990,01/01/1900 07:00:00,0,1,103006,102989,102997
01/09/1990,01/01/1900 17:00:00,0,1,103006,102989,102997
01/09/1990,,1,1,103006,102989,102997
01/09/1990,,1,1,103006,102989,102997
01/08/1990,01/01/1900 17:00:00,0,1,103001,102988,102994
01/08/1990,01/01/1900 07:00:00,0,1,103001,102988,102994
01/08/1990,,1,1,103001,102988,102994
01/07/1990,01/01/1900 07:00:00,0,1,103013,103000,103004
01/07/1990,01/01/1900 17:00:00,0,1,103013,103000,103004
01/07/1990,,1,1,103013,103000,103004
01/07/1990,,1,1,103013,103000,103004
01/06/1990,01/01/1900 17:00:00,0,1,103004,103000,103001
01/06/1990,01/01/1900 07:00:00,0,1,103004,103000,103002
01/06/1990,,1,1,103004,103000,103001
01/05/1990,01/01/1900 17:00:00,0,1,103013,103004,103008
01/05/1990,01/01/1900 07:00:00,0,1,103013,103004,103008
01/05/1990,,1,1,103013,103004,103008
01/04/1990,01/01/1900 17:00:00,0,1,103024,103008,103014
01/04/1990,01/01/1900 07:00:00,0,1,103024,103008,103014
01/04/1990,,1,1,103024,103008,103014
01/03/1990,01/01/1900 17:00:00,0,1,103020,103010,103016
01/03/1990,01/01/1900 07:00:00,0,1,103020,103010,103016
01/03/1990,,1,1,103020,103010,103016
01/02/1990,01/01/1900 07:00:00,0,1,103028,103010,103020
01/02/1990,01/01/1900 17:00:00,0,1,103028,103010,103019
01/02/1990,,1,1,103028,103010,103020
01/01/1990,01/01/1900 07:00:00,0,1,103038,103011,103023
01/01/1990,01/01/1900 17:00:00,0,1,103038,103011,103023
01/01/1990,,1,1,103038,103011,103023
01/11/1989,01/01/1900 17:00:00,0,1,103017,102966,102994
01/11/1989,01/01/1900 07:00:00,0,1,103017,102966,102994
01/11/1989,,1,1,103017,102966,102994
01/10/1989,01/01/1900 07:00:00,0,1,102966,102938,102951
01/10/1989,01/01/1900 17:00:00,0,1,102966,102938,102951
01/10/1989,,1,1,102966,102938,102951
01/10/1989,,1,1,102966,102938,102951
01/09/1989,01/01/1900 17:00:00,0,1,102960,102946,102954
01/09/1989,01/01/1900 07:00:00,0,1,102960,102946,102954
01/09/1989,,1,1,102960,102946,102954
01/09/1989,,1,1,102960,102946,102954
01/08/1989,01/01/1900 07:00:00,0,1,102979,102958,102968
01/08/1989,01/01/1900 17:00:00,0,1,102979,102958,102968
01/08/1989,,1,1,102979,102958,102968
01/07/1989,01/01/1900 07:00:00,0,1,102999,102974,102987
01/07/1989,01/01/1900 17:00:00,0,1,102999,102974,102987
01/07/1989,,1,1,102999,102974,102987
01/05/1989,01/01/1900 07:00:00,0,1,103000,102990,102996
01/05/1989,01/01/1900 17:00:00,0,1,103000,102990,102996
01/05/1989,,1,1,103000,102990,102996
01/04/1989,01/01/1900 17:00:00,0,1,103012,103004,103008
01/04/1989,01/01/1900 07:00:00,0,1,103012,103004,103008
01/04/1989,,1,1,103012,103004,103008
01/02/1989,01/01/1900 17:00:00,0,1,103020,103007,103015
01/02/1989,01/01/1900 07:00:00,0,1,103020,103007,103015
01/02/1989,,1,1,103020,103007,103015
01/01/1989,01/01/1900 07:00:00,0,1,103022,103008,103016
01/01/1989,01/01/1900 17:00:00,0,1,103022,103008,103016
01/01/1989,,1,1,103022,103008,103016
01/10/1988,01/01/1900 07:00:00,0,1,102938,102900,102912
01/10/1988,01/01/1900 17:00:00,0,1,102938,102900,102912
01/10/1988,,1,1,102938,102900,102912
01/09/1988,01/01/1900 07:00:00,0,1,102960,102919,102941
01/09/1988,01/01/1900 17:00:00,0,1,102960,102919,102941
01/09/1988,,1,1,102960,102919,102941
01/08/1988,01/01/1900 17:00:00,0,1,102988,102960,102976
01/08/1988,01/01/1900 07:00:00,0,1,102988,102960,102976
01/08/1988,,1,1,102988,102960,102976
01/07/1988,01/01/1900 07:00:00,0,1,102998,102988,102993
01/07/1988,01/01/1900 17:00:00,0,1,102998,102988,102993
01/07/1988,,1,1,102998,102988,102993
01/06/1988,01/01/1900 07:00:00,0,1,103002,102998,103000
01/06/1988,01/01/1900 17:00:00,0,1,103002,102998,103000
01/06/1988,,1,1,103002,102998,103000
01/05/1988,01/01/1900 17:00:00,0,1,103010,103002,103005
01/05/1988,01/01/1900 07:00:00,0,1,103010,103002,103005
01/05/1988,,1,1,103010,103002,103005
01/04/1988,01/01/1900 17:00:00,0,1,103028,103008,103018
01/04/1988,01/01/1900 07:00:00,0,1,103028,103008,103018
01/04/1988,,1,1,103028,103008,103018
01/02/1988,01/01/1900 17:00:00,0,1,103034,103007,103016
01/02/1988,01/01/1900 07:00:00,0,1,103032,103007,103016
01/02/1988,,1,1,103033,103007,103016
01/02/1988,,1,1,103034,103007,103016
01/11/1987,01/01/1900 07:00:00,0,1,103024,102980,103010
01/11/1987,01/01/1900 17:00:00,0,1,103024,102980,103009
01/11/1987,,1,1,103024,102980,103009
01/10/1987,01/01/1900 17:00:00,0,1,102872,102851,102862
01/10/1987,01/01/1900 07:00:00,0,1,102871,102851,102862
01/10/1987,,1,1,102871,102851,102862
01/10/1987,,1,1,102872,102851,102862
01/09/1987,01/01/1900 17:00:00,0,1,102906,102868,102883
01/09/1987,01/01/1900 07:00:00,0,1,102907,102868,102883
01/09/1987,,1,1,102907,102868,102883
01/09/1987,,1,1,102907,102868,102883
01/08/1987,01/01/1900 17:00:00,0,1,102958,102908,102934
01/08/1987,01/01/1900 07:00:00,0,1,102958,102908,102934
01/08/1987,,1,1,102958,102908,102934
01/06/1987,01/01/1900 07:00:00,0,1,102989,102958,102975
01/06/1987,01/01/1900 17:00:00,0,1,102989,102958,102975
01/06/1987,,1,1,102989,102958,102975
01/05/1987,01/01/1900 07:00:00,0,1,103010,102998,103002
01/05/1987,01/01/1900 17:00:00,0,1,103010,102998,103002
01/05/1987,,1,1,103010,102998,103002
01/04/1987,01/01/1900 17:00:00,0,1,103021,103002,103010
01/04/1987,01/01/1900 07:00:00,0,1,103021,103002,103010
01/04/1987,,1,1,103021,103002,103010
